Sequence name,Lineage,Probability,Most common countries,Number of taxa,Date range,Days since last sampling
USA/NY-PV08127/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV08133/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08135/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",59
USA/NY-PV08136/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",59
USA/NY-PV08137/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",59
USA/NY-PV08138/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08139/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08140/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV08143/2020,B.1.26,1.0,"USA, New_Zealand, India",106,"March-17, July-26",55
USA/NY-PV08146/2020,A.1,1.0,"USA, Australia, Canada",987,"February-25, July-14",67
USA/NY-PV08148/2020,A,1.0,"China, India, Japan",409,"January-05, August-04",46
USA/NY-PV08149/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV08150/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08400/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08401/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08402/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08403/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08404/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08405/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08410/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08412/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV08413/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV08414/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",59
USA/NY-PV08415/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08416/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08417/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08419/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08420/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08425/2020,B.1,0.86,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08426/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08427/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08428/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08429/2020,B.1.108,1.0,USA,15,"March-18, April-27",145
USA/NY-PV08432/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV08434/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV08435/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08436/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08438/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV08441/2020,A.5,1.0,"Spain, UK, Uruguay",202,"March-01, June-04",107
USA/NY-PV08443/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08444/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08445/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08446/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV08447/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08448/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08449/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08450/2020,B.1,0.86,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08452/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08453/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08455/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08456/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08459/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08461/2020,B.1.108,1.0,USA,15,"March-18, April-27",145
USA/NY-PV08462/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08463/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08464/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV08466/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08468/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08469/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV08471/2020,B.1.108,1.0,USA,15,"March-18, April-27",145
USA/NY-PV08472/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08473/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV08474/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08476/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08477/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08478/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08481/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV08485/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV08486/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV08487/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV08489/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",59
USA/NY-PV08490/2020,A.3,1.0,"USA, UK, Australia",232,"January-28, June-10",101
USA/NY-PV08491/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08492/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08493/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08494/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08495/2020,B.1.1,1.0,"UK, USA, Portugal",15735,"February-16, August-17",33
USA/NY-PV08496/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV08498/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",59
USA/NY-PV08500/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09000/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09006/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09019/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09020/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09021/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09023/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09025/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09028/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09029/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09030/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09032/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09037/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09039/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09041/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09043/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09044/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09045/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09046/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09047/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09050/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09056/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09057/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09060/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09061/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",59
USA/NY-PV09063/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",59
USA/NY-PV09064/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09067/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",59
USA/NY-PV09068/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09069/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09071/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09073/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09075/2020,B.1.1,1.0,"UK, USA, Portugal",15735,"February-16, August-17",33
USA/NY-PV09076/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09077/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09079/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09080/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09083/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09087/2020,B.1.2,1.0,"USA, UK, Australia",919,"March-09, July-21",60
USA/NY-PV09088/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09090/2020,B.1,0.86,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09092/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09097/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09098/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09099/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",59
USA/NY-PV09102/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09103/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09115/2020,B.1.5,1.0,"UK, Spain, USA",2490,"February-26, August-16",34
USA/NY-PV09116/2020,B.1.1,0.98,"UK, USA, Portugal",15735,"February-16, August-17",33
USA/NY-PV09118/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09119/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09120/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09121/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09122/2020,B.1.5,1.0,"UK, Spain, USA",2490,"February-26, August-16",34
USA/NY-PV09123/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09125/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09126/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09127/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09128/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09129/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09130/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09132/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09134/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09135/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09137/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09138/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09139/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09140/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09141/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09142/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09143/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09144/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09145/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09147/2020,A.2,1.0,"Spain, UK, Panama",412,"February-26, June-20",91
USA/NY-PV09149/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09151/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09152/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09153/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09154/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",59
USA/NY-PV09156/2020,A,1.0,"China, India, Japan",409,"January-05, August-04",46
USA/NY-PV09157/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09158/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09161/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09163/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09164/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09165/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09168/2020,B.1.108,1.0,USA,15,"March-18, April-27",145
USA/NY-PV09169/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09170/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09171/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09172/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09176/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09177/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09178/2020,B.1,0.7,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09179/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09180/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09181/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09182/2020,B.1.1,1.0,"UK, USA, Portugal",15735,"February-16, August-17",33
USA/NY-PV09183/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09186/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09187/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09188/2020,A.1,1.0,"USA, Australia, Canada",987,"February-25, July-14",67
USA/NY-PV09189/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09190/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09192/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09193/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09194/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09195/2020,B.1.108,1.0,USA,15,"March-18, April-27",145
USA/NY-PV09197/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09198/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09199/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09200/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09301/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09303/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09304/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09305/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09307/2020,B.1,0.86,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09308/2020,B.1.1,1.0,"UK, USA, Portugal",15735,"February-16, August-17",33
USA/NY-PV09309/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09312/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09313/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09314/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09315/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09316/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09317/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09318/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09322/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09323/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09324/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09325/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09326/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09327/2020,A.1,1.0,"USA, Australia, Canada",987,"February-25, July-14",67
USA/NY-PV09328/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",59
USA/NY-PV09329/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09330/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09331/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09333/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09334/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09335/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",59
USA/NY-PV09336/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09337/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09338/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09339/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09340/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09341/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09342/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09343/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09344/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09345/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09346/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09347/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09348/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09349/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09350/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09351/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09352/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09353/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09354/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09355/2020,B.1.2,1.0,"USA, UK, Australia",919,"March-09, July-21",60
USA/NY-PV09356/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09357/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09358/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09359/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09360/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09362/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09364/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09367/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09368/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09369/2020,B.1.108,1.0,USA,15,"March-18, April-27",145
USA/NY-PV09370/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09371/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09373/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09374/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09375/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",59
USA/NY-PV09377/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09378/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09379/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09380/2020,B.2,1.0,"UK, USA, Spain",1793,"January-16, July-22",59
USA/NY-PV09381/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09382/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09383/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09384/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09385/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09387/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09388/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09389/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09391/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09392/2020,B.1.25,1.0,Australia,12,"March-22, March-25",178
USA/NY-PV09393/2020,B.1.3,1.0,"USA, UK, Israel",451,"March-05, July-29",52
USA/NY-PV09394/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09395/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09396/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09397/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09398/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09399/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09400/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09401/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09402/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09403/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09405/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09406/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09407/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09408/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09409/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09410/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09411/2020,A.1,1.0,"USA, Australia, Canada",987,"February-25, July-14",67
USA/NY-PV09412/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09413/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09414/2020,B.1.1,1.0,"UK, USA, Portugal",15735,"February-16, August-17",33
USA/NY-PV09415/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09416/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09418/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09419/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09420/2020,B.1,1.0,"UK, USA, Australia",10651,"February-21, August-19",31
USA/NY-PV09421/2020,B.1.1,1.0,"UK, USA, Portugal",15735,"February-16, August-17",33
USA/NY-PV09422/2020,B.1.1,0.98,"UK, USA, Portugal",15735,"February-16, August-17",33
USA/NY-PV09423/2020,A,1.0,"China, India, Japan",409,"January-05, August-04",46
